620, 560, -128, battery
640, 407, -96
637, 407, -96
643, 407, -96
654, 420, -101
654, 424, -101
654, 416, -101
626, 420, -101
626, 424, -101
626, 416, -101
640, 433, -107
640, 433, -104
640, 433, -101
640, 450, -117
640, 450, -114
640, 450, -111
640, 465, -122
640, 465, -119
640, 465, -116
640, 480, -127
640, 480, -124
640, 480, -121
643, 500, -136
643, 503, -136
643, 506, -136
643, 497, -136
643, 494, -136
640, 505, -128
640, 494, -115
640, 490, -106
640, 494, -101
640, 498, -101
640, 500, -106
640, 504, -101
640, 508, -101
640, 510, -106
634, 510, -104
634, 500, -98
634, 490, -92
623, 476, -97
626, 476, -97
617, 476, -97
614, 476, -97
605, 476, -103
605, 476, -101
605, 476, -99
605, 485, -109
605, 485, -107
605, 485, -105
605, 496, -115
605, 496, -113
605, 496, -111
605, 506, -119
605, 506, -117
605, 506, -115
605, 524, -132
605, 528, -132
605, 532, -132
605, 536, -132
605, 540, -132
605, 544, -132
605, 548, -132
605, 552, -132
605, 556, -132
605, 560, -132
605, 564, -132
605, 568, -132
605, 572, -132
604, 576, -132
604, 580, -132
603, 584, -132
604, 588, -132
605, 592, -132
606, 596, -132
609, 596, -132
644, 598, -128
656, 606, -128
656, 684, -132
656, 680, -132
656, 676, -132
656, 672, -132
656, 668, -132
656, 664, -132
656, 660, -132
656, 656, -132
656, 652, -132
656, 648, -132
656, 644, -132
656, 640, -132
656, 636, -132
656, 632, -132
656, 628, -132
656, 624, -132
656, 620, -132
656, 796, -102, battery
654, 845, -17, battery
686, 882, 41
668, 882, 38
650, 882, 35
632, 882, 33
632, 860, 30
632, 840, 27
632, 819, 25
655, 819, 22
678, 819, 19
678, 842, 17
678, 865, 14
655, 865, 11
660, 840, -2
655, 826, -17
655, 824, -17
655, 822, -17
655, 820, -17
655, 818, -17
653, 824, -17
643, 820, -20
643, 820, -18
643, 820, -16
612, 820, -28
657, 824, -17
644, 832, -26
644, 832, -24
644, 832, -22
644, 848, -26
644, 848, -24
644, 848, -22
612, 848, -26
645, 877, -28
645, 880, -32
645, 880, -32
648, 880, -32
651, 880, -32
654, 880, -32
657, 880, -32
660, 880, -32
663, 880, -32
686, 844, -28
686, 841, -28
686, 838, -28
685, 818, -37
675, 818, -37
675, 828, -37
682, 828, -39
682, 836, -43
682, 836, -41
682, 836, -39
674, 836, -47
674, 836, -45
674, 836, -43
674, 852, -55
674, 852, -53
674, 852, -51
656, 864, -70
656, 870, -72
647, 873, -80
644, 873, -80
641, 873, -80
638, 873, -80
635, 873, -80
632, 873, -80
686, 862, -77
683, 862, -77
680, 862, -77
690, 840, -77
690, 837, -77
690, 834, -77
687, 818, -77
683, 818, -77
677, 818, -77
673, 818, -77
673, 828, -77
677, 828, -77
667, 828, -77
663, 828, -77
656, 840, -80
652, 840, -80
660, 840, -80
656, 836, -80
652, 836, -80
660, 836, -80
656, 832, -80
652, 832, -80
660, 832, -80
634, 828, -89
640, 828, -82
624, 838, -95
624, 841, -95
624, 844, -95
624, 847, -95
624, 850, -95
688, 838, -95
688, 841, -95
688, 844, -95
688, 847, -95
688, 850, -95
