4, 4, 0.5, 334, 327, 19.9, invisible
4, 4, 0.5, 342, 327, 19.8, invisible
4, 4, 0.5, 342, 339, 19.9, invisible
4, 4, 0.5, 354, 339, 19.9, invisible
4, 4, 0.5, 366, 339, 19.9, invisible
4, 12, 0.5, 366, 359, 19.9, invisible
4, 4, 0.5, 366, 375, 14, invisible
4, 4, 0.5, 374, 375, 2, invisible
4, 4, 0.5, 386, 375, 2, invisible
4, 4, 0.5, 398, 375, 2, invisible
4, 4, 0.5, 410, 375, 2, grassy
4, 4, 0.5, 418, 375, 2, grassy
4, 4, 4, 410, 367, 2, grass
4, 4, 4, 418, 367, 2, grass
4, 4, 4, 410, 383, 2, grass
4, 4, 4, 418, 383, 2, grass
4, 4, 4, 426, 367, 2, grass
4, 4, 4, 426, 383, 2, grass
4, 4, 4, 426, 367, 10, grass
4, 4, 4, 426, 383, 10, grass
4, 4, 4, 426, 375, 2, grassy
4, 4, 4, 434, 375, 6, grassy
4, 4, 4, 434, 367, 10, grass
4, 4, 4, 434, 383, 10, grass
4, 4, 4, 442, 375, 10, grassy
4, 4, 4, 442, 367, 14, grass
4, 4, 4, 442, 383, 14, grass
4, 4, 4, 450, 375, 14, grassy
4, 4, 4, 450, 367, 18, grass
4, 4, 4, 450, 383, 18, grass
4, 4, 4, 458, 375, 14, grassy
4, 4, 4, 458, 367, 18, grass
4, 4, 4, 458, 383, 18, grass
4, 4, 4, 466, 375, 14, grassy
4, 4, 4, 466, 383, 18, grass
4, 4, 4, 474, 383, 18, grass
4, 4, 4, 474, 375, 18, grass
4, 4, 4, 474, 367, 18, grass
4, 4, 4, 466, 367, 14, grassy
4, 4, 4, 466, 327, 14, grassy
4, 4, 4, 458, 359, 18, grass
4, 4, 4, 474, 359, 18, grass
4, 4, 4, 458, 359, 26, grass
4, 4, 4, 474, 359, 26, grass
4, 4, 4, 458, 351, 18, grass
4, 4, 4, 474, 351, 18, grass
4, 4, 4, 458, 351, 26, grass
4, 4, 4, 474, 351, 26, grass
4, 4, 4, 458, 343, 18, grass
4, 4, 4, 474, 343, 18, grass
4, 4, 4, 458, 343, 26, grass
4, 4, 4, 474, 343, 26, grass
4, 4, 4, 458, 335, 18, grass
4, 4, 4, 474, 335, 18, grass
4, 4, 4, 458, 335, 26, grass
4, 4, 4, 474, 335, 26, grass
4, 4, 4, 458, 327, 18, grass
4, 4, 4, 474, 327, 18, grass
4, 4, 4, 466, 359, 14, invisible
4, 4, 4, 466, 335, 14, invisible
4, 4, 4, 466, 319, 14, grassy
4, 4, 4, 474, 319, 14, grassy
4, 4, 4, 458, 319, 18, grass
4, 4, 4, 458, 311, 18, grass
4, 4, 4, 474, 311, 18, grass
4, 4, 4, 466, 311, 14, grassy
4, 4, 4, 466, 303, 18, invisible
4, 4, 4, 474, 303, 22, invisible
4, 4, 4, 458, 303, 22, grass
4, 4, 4, 466, 295, 22, invisible
4, 4, 4, 474, 295, 26, invisible
4, 4, 4, 458, 295, 26, invisible
4, 4, 4, 458, 295, 34, grass
4, 4, 4, 466, 287, 26, invisible
4, 4, 4, 474, 287, 30, invisible
4, 4, 4, 458, 287, 30, invisible
4, 4, 4, 466, 279, 30, grass
4, 4, 4, 457, 279, 34, invisible
4, 4, 4, 450, 287, 34, invisible
4, 4, 4, 450, 279, 38, invisible
4, 4, 4, 450, 295, 38, invisible
4, 4, 4, 482, 319, 14, grassy
4, 4, 4, 568, 319, 14, grassy
4, 4, 4, 490, 319, 14, invisible
4, 4, 4, 498, 319, 14, invisible
4, 4, 4, 498, 335, 14, invisible
4, 4, 4, 506, 335, 14, invisible
4, 4, 4, 514, 335, 14, invisible
4, 4, 4, 530, 335, 14, invisible
4, 4, 4, 538, 327, 14, invisible
4, 4, 4, 538, 319, 14, invisible
4, 4, 4, 546, 319, 14, invisible
4, 4, 4, 554, 319, 14, invisible
4, 4, 4, 576, 319, 14, grassy
4, 4, 4, 576, 327, 14, grassy
4, 4, 4, 568, 327, 18, grass
4, 4, 4, 568, 311, 18, grass
4, 4, 4, 576, 311, 18, grass
4, 4, 4, 584, 311, 18, grass
4, 4, 4, 584, 319, 18, grass
4, 4, 4, 584, 327, 18, grass
4, 4, 4, 576, 335, 14, grassy
4, 4, 4, 584, 335, 18, grass
4, 4, 4, 584, 335, 18, grass
4, 4, 4, 568, 343, 18, cave
4, 4, 4, 568, 351, 18, cave
4, 4, 4, 576, 351, 14, dry
4, 4, 4, 584, 343, 18, grass
4, 4, 4, 576, 359, 14, dry
4, 4, 4, 584, 359, 18, cave
4, 4, 4, 584, 359, 18, cave
4, 4, 4, 584, 367, 18, volcano
4, 4, 4, 568, 367, 18, volcano
4, 4, 4, 584, 375, 18, volcano
4, 4, 4, 568, 375, 18, volcano
4, 4, 4, 584, 383, 18, volcano
4, 4, 4, 568, 383, 18, volcano
4, 4, 4, 584, 375, 26, volcano
4, 4, 4, 568, 375, 26, volcano
4, 4, 4, 584, 367, 26, volcano
4, 4, 4, 568, 367, 26, volcano
4, 4, 4, 576, 383, 14, dry
2, 2, 2, 576, 371, 15, volcano
4, 4, 4, 576, 391, 14, dry
4, 4, 4, 576, 399, 14, dry
4, 4, 4, 584, 391, 18, cave
4, 4, 4, 568, 391, 18, cave
4, 4, 4, 568, 399, 18, cave
4, 4, 4, 584, 399, 14, grassy
4, 4, 4, 592, 399, 18, grassy
4, 4, 4, 568, 407, 18, cave
4, 4, 4, 576, 407, 18, cave
4, 4, 4, 584, 407, 18, cave
4, 4, 4, 592, 407, 22, grass
4, 4, 4, 592, 391, 22, grass
4, 4, 4, 600, 407, 26, grass
4, 4, 4, 600, 391, 26, grass
4, 4, 4, 600, 399, 22, grassy
4, 4, 4, 608, 399, 22, grassy
12, 12, 12, 624, 407, 14, grass
4, 4, 4, 608, 407, 22, grassy
4, 4, 4, 608, 415, 22, grassy
4, 4, 4, 608, 423, 22, grassy
4, 4, 4, 616, 423, 22, grassy
4, 4, 4, 624, 423, 22, grassy
4, 4, 4, 632, 423, 22, grassy
4, 4, 4, 640, 423, 22, grassy
4, 4, 4, 648, 423, 22, grassy
4, 4, 4, 656, 423, 22, grassy
4, 4, 4, 664, 423, 22, grassy
4, 4, 4, 672, 423, 22, grassy
4, 4, 4, 672, 415, 22, grassy
4, 4, 4, 672, 407, 22, grassy
4, 4, 4, 672, 399, 22, grassy
4, 4, 4, 608, 391, 22, dry
4, 4, 4, 608, 383, 22, dry
4, 4, 4, 608, 375, 22, dry
4, 4, 4, 608, 367, 22, dry
4, 4, 4, 608, 359, 22, dry
4, 4, 4, 616, 359, 22, dry
4, 4, 4, 624, 359, 22, dry
4, 4, 4, 632, 359, 22, dry
4, 4, 4, 640, 359, 22, dry
4, 4, 4, 648, 359, 22, dry
4, 4, 4, 656, 359, 22, dry
4, 4, 4, 664, 359, 22, dry
4, 4, 4, 672, 359, 22, dry
4, 4, 4, 672, 367, 22, dry
4, 4, 4, 672, 375, 22, dry
4, 4, 4, 672, 383, 22, dry
4, 4, 4, 672, 391, 22, dry
12, 12, 12, 624, 375, 14, cave
12, 12, 12, 656, 375, 14, cave
12, 12, 12, 656, 407, 14, grass
6, 6, 3, 612, 419, 27, stone2
3, 3, 27, 612, 419, 45, stone2
6, 6, 3, 612, 419, 75, stone2
6, 6, 3, 612, 363, 27, stone2
3, 3, 22, 612, 363, 40, stone2
6, 6, 3, 612, 363, 65, stone2
6, 6, 3, 668, 363, 27, stone2
3, 3, 17, 668, 363, 35, stone2
6, 6, 3, 668, 363, 55, stone2
6, 6, 3, 668, 419, 27, stone2
3, 3, 12, 668, 419, 30, stone2
6, 6, 3, 668, 419, 45, stone2
4, 4, 4, 640, 367, 21, cave
4, 4, 4, 640, 375, 20, volcano
4, 4, 4, 640, 383, 19, volcano
4, 4, 4, 640, 415, 21, grass
4, 4, 4, 640, 407, 20, cave
4, 4, 4, 640, 399, 19, volcano
4, 4, 4, 616, 391, 21, cave
4, 4, 4, 624, 391, 20, volcano
4, 4, 4, 632, 391, 19, volcano
4, 4, 4, 648, 391, 17, volcano
4, 4, 4, 664, 391, 15, cave
4, 4, 1, 616, 391, 30, techno
4, 4, 1, 624, 391, 29, techno
4, 4, 1, 632, 391, 28, techno
4, 4, 2, 664, 391, 29, techno
4, 4, 1.5, 656, 391, 28.5, techno
4, 4, 2, 648, 391, 27, techno
4, 4, 2, 640, 415, 29, techno
4, 4, 1.5, 640, 407, 28.5, techno
4, 4, 1, 640, 399, 28, techno
4, 4, 2, 640, 367, 29, techno
4, 4, 1.5, 640, 375, 28.5, techno
4, 4, 1, 640, 383, 28, techno
3, 3, 0.2, 640, 419, 35, stone2
3, 3, 0.2, 648, 419, 40, stone2
3, 3, 0.2, 656, 419, 45, stone2
3, 3, 0.2, 668, 400, 50, stone2
3, 3, 0.2, 668, 385, 52, stone2
3, 3, 0.2, 649, 363, 60, stone2
3, 3, 0.2, 634, 363, 62, stone2
3, 3, 0.2, 612, 382, 70, stone2
3, 3, 0.2, 612, 397, 72, stone2
3, 3, 27, 445, 358, 35, stone2
6, 6, 3, 445, 358, 65, stone2
3, 3, 27, 445, 328, 35, stone2
6, 6, 3, 445, 328, 65, stone2
3, 3, 47, 350, 367, 25, stone2
6, 6, 3, 350, 367, 75, stone2
3, 3, 37, 352, 327, 25, stone2
6, 6, 3, 352, 327, 65, stone2
3, 3, 27, 348, 352, 35, stone2
6, 6, 3, 348, 352, 65, stone2
3, 3, 47, 375, 338, 15, stone2
6, 6, 3, 375, 338, 65, stone2
