450, 287, 43, battery
410, 367, 10
418, 367, 10
410, 382, 10
418, 382, 10
474, 383, 26
474, 383, 29
474, 383, 32
450, 367, 26
450, 367, 29
450, 367, 32
466, 356, 22
466, 348, 25
466, 340, 26
466, 332, 21
474, 311, 26
474, 311, 29
474, 311, 32
474, 327, 26
474, 327, 29
474, 327, 32
482, 319, 21
485, 319, 21
488, 319, 21
491, 319, 21
489, 321, 21
489, 317, 21
504, 335, 21
507, 335, 21
510, 335, 21
513, 335, 21
511, 333, 21
511, 337, 21
538, 319, 21
541, 319, 21
544, 319, 21
547, 319, 21
545, 321, 21
545, 317, 21
576, 343, 26
578, 343, 26
574, 343, 26
576, 345, 26
576, 341, 26
576, 343, 24
576, 343, 28
576, 370, 21
576, 370, 23
576, 370, 25
568, 407, 26
568, 407, 28
568, 407, 30
584, 390, 26
584, 390, 28
584, 390, 30
600, 407, 34
600, 407, 36
600, 407, 38
600, 391, 34
600, 391, 36
600, 391, 38
600, 393, 38
600, 395, 38
600, 397, 38
600, 399, 38
600, 401, 38
600, 403, 38
600, 405, 38
612, 419, 85, battery
616, 415, 79
616, 423, 79
608, 415, 79
608, 423, 79
616, 415, 81
616, 423, 81
608, 415, 81
608, 423, 81
615, 416, 82
614, 417, 83
613, 418, 84
615, 422, 82
614, 421, 83
613, 420, 84
609, 416, 82
610, 417, 83
611, 418, 84
609, 422, 82
610, 421, 83
611, 420, 84
612, 397, 75
612, 397, 77
612, 397, 79
612, 382, 73
612, 382, 75
612, 382, 77
612, 363, 71
612, 363, 75
612, 363, 73
610, 363, 73
614, 363, 73
612, 365, 73
612, 361, 73
634, 363, 65
634, 363, 67
634, 363, 69
649, 363, 63
649, 363, 65
649, 363, 67
668, 363, 61
668, 363, 63
668, 363, 65
666, 363, 63
670, 363, 63
668, 361, 63
668, 365, 63
668, 385, 55
668, 385, 57
668, 385, 59
668, 400, 53
668, 400, 55
668, 400, 57
668, 419, 51
668, 419, 53
668, 419, 55
668, 417, 51
668, 421, 51
670, 419, 51
666, 419, 51
656, 419, 48
648, 419, 43
640, 419, 38
