25, 25, 2, 0, 56, -1, techno
25, 1, 13, 0, 30, 11, iron
3, 1, 15, 28, 32, 7, iron
3, 3, 1, 28, 36, -2, iron
3, 3, 6, 28, 36, 9.5, iron
3, 1, 15, 28, 40, 7, iron
1, 3, 15, 32, 36, 7, iron
1, 20, 15, 26, 61, 7, iron
1, 19, 1.5, -4, 50, 2, iron
1, 19, 5.5, -4, 50, 11, iron
15, 1, 11, 10, 82, 11, iron
1, 1, 11, -4, 70, 11, iron
10, 1, 11, -15, 47, 11.5, iron
20, 30, 1, -45, 61, 0, techno
20, 1, 13, -45, 30, 13, iron
1, 24, 13, -66, 55, 13, iron
20, 1, 13, -45, 92, 13, iron
10, 40, 1, -15, 121, 0, techno
3, 3, 2, -67, 84, -3, iron
3, 2, 14, -68, 81, 12, iron
4, 2, 14, -69, 89, 12, iron
1, 2, 14, -69, 85, 12, iron
1, 2, 12, -66, 85, 15.5, iron
1, 22, 13, -4, 105, 13, iron
1, 17, 13, -26, 110, 13, iron
1, 10, 12, -24, 58, 13, iron
5, 1, 12, -20, 69, 13, iron
1.5, 1, 12, -13.5, 69, 13, iron
1.5, 1, 12, -6.5, 69, 13, iron
2, 1, 10, -10, 69, 16, iron
2, 2, 2, -43, 59, 3, brick
2, 2, 2, -47, 59, 3, brick
2, 2, 2, -51, 59, 3, brick
2, 2, 2, -55, 59, 3, brick
2, 2, 2, -59, 59, 3, brick
2, 2, 2, -63, 59, 3, brick
2, 2, 2, -55, 55, 3, brick
2, 2, 2, -59, 55, 3, brick
2, 2, 2, -63, 55, 3, brick
2, 2, 2, -55, 59, 7, brick
2, 2, 2, -59, 59, 7, brick
2, 2, 2, -63, 59, 7, brick
2, 2, 2, -55, 55, 7, brick
2, 2, 2, -55, 51, 3, brick
2, 2, 2, -55, 51, 7, brick
2, 2, 2, -55, 47, 3, brick
2, 2, 2, -55, 47, 7, brick
2, 2, 2, -55, 43, 3, brick
2, 2, 2, -55, 39, 3, brick
2, 1, 0.5, -59, 70, 12, techno
2, 1, 0.5, -63, 70, 12, techno
1, 6, 0.5, -64, 80, 12, techno
6, 1, 0.5, -51, 90, 12, techno
6, 1, 0.5, -33, 90, 12, techno
1, 11, 0.5, -26, 80, 12, techno
3, 4, 0.5, -27, 65, 12, techno
2, 2, 2, -27, 48, 3, brick
2, 2, 2, -31, 48, 3, brick
2, 2, 2, -35, 48, 3, brick
30, 10, 1, 5, 171, 0, techno
2, 10, 0.2, 38, 171, 4, stone
2, 8, 0.2, 46, 171, 8, stone
2, 2, 1, 54, 165, 10, stone
2, 2, 1, 62, 157, 22, stone
2, 2, 1, 56, 160, 28, stone
5, 5, 0.4, 62, 170, 34, stone2
8, 0.4, 0.2, 56, 177, 8, stone
2, 2, 0.5, 70, 177, 8, stone
3, 3, 0.5, 80, 177, 8, stone
4, 4, 0.5, 95, 177, 8, stone2
4, 2, 1, -12, 225, 0, stone
4, 2, 1, -12, 230, 5, stone
4, 2, 1, -12, 235, 10, stone
4, 2, 1, -12, 240, 15, stone
40, 35, 0.5, 10, 280, 18, techno
1, 35, 20, -31, 280, 38, stone2
4.5, 1, 20, -25.5, 316, 38, stone2
4, 0.2, 18.8, -17, 315, 39.8, stone2
21, 1, 20, 19, 244, 38, stone2
6, 1, 20, -24, 244, 38, stone2
3, 2, 1, 45, 243, 16, stone
1, 2, 21, 41, 243, 37, stone
1, 2, 21, 49, 243, 37, stone
3, 1, 21, 45, 240, 37, stone
3, 2, 20, 45, 243, 41, stone
1, 35, 20, 51, 280, 38, stone2
9, 1, 20, 41, 316, 38, stone2
17, 1, 20, 4, 316, 38, stone2
5.5, 1, 12, 26.5, 316, 30, stone2
5.5, 1, 4, 26.5, 316, 54, stone2
8, 0.2, 0.5, -10, 244.5, 19, stone2
2, 2, 2, -10, 258, 20, brick
2, 2, 2, -20, 258, 24, brick
2, 2, 2, -20, 258, 20, brick
4, 4, 10, -20, 290, 28, brick
1, 1, 0.2, -29, 258, 28, brick
1, 1, 0.2, -29, 267, 33, brick
1, 1, 0.2, -29, 277, 38, brick
0.2, 6, 0.2, -20, 300, 37.7, brick
10, 4, 0.2, -20, 311, 38, stone2
1, 35, 3, 10, 280, 21, brick
1, 1, 0.2, -19, 246, 28, brick
6, 1, 0.2, -24, 242, 28, stone
2, 8, 0.2, -34, 258, 28, stone
2, 0.2, 3, -34, 260, 31, stone
1, 3, 4, 10, 248, 28, brick
1, 3, 4, 10, 260, 28, brick
